geocoded_address,geocoded_city,geocoded_state,geocoded_zipcode,geocoded_latitude,geocoded_longitude
52552,,,,,,
52553,,,,,,
52554,610 Huntington Pkwy,Nashville,TN,37211,-86.73246,36.04827
52555,5312 Village Way,Nashville,TN,37211,-86.73164,36.046436
52556,5213 Village Trce,Nashville,TN,37211,-86.73588,36.04546
52557,600 Village Trace Ct,Nashville,TN,37211,-86.73687,36.045704
52558,5609 Fairhaven Dr,Nashville,TN,37211,-86.73462,36.04403
52559,333 Yorkshire Cir,Nashville,TN,37211,-86.725876,36.045033
52560,311 Yorkshire Cir,Nashville,TN,37211,-86.72585,36.045418
52561,421 Lazy Creek Ln,Nashville,TN,37211,-86.7471,36.037685
52562,230 Highland Villa Cir,Nashville,TN,37211,-86.73766,36.041832
52563,2322 Zermatt Ave,Nashville,TN,37211,-86.71987,36.04516
52564,3508 Steffisburg Dr,Nashville,TN,37211,-86.722786,36.04072
52565,133 Tomarand Rd,Antioch,TN,37013,-86.67873,36.055683
52566,4958 Karen Ray Dr,Antioch,TN,37013,-86.68673,36.058018
52567,5261 Tusculum Ct,Nashville,TN,37211,-86.69913,36.050495
52568,5515 Country Dr,Nashville,TN,37211,-86.70544,36.049557
52569,4996 Shihmen Dr,Antioch,TN,37013,-86.682625,36.054066
52570,66 Ocala Dr,Antioch,TN,37013,-86.688095,36.051826
52571,513 Cedar Dr,Nashville,TN,37211,-86.704285,36.044323
52572,228 Ash Grove Dr,Nashville,TN,37211,-86.7008,36.04863
52573,5510 Country Dr,Nashville,TN,37211,-86.70432,36.05044
52574,5510 Country Dr,Nashville,TN,37211,-86.70432,36.05044
52575,5601 Country Dr,Nashville,TN,37211,-86.70758,36.04818
52576,,,,,,
52577,532 Cedar Dr,Nashville,TN,37211,-86.70546,36.044315
52578,617 Sue Dr,Antioch,TN,37013,-86.694466,36.047783
52579,221 Brittany Park Ct,Antioch,TN,37013,-86.67858,36.04885
52580,1345 Bell Rd,Antioch,TN,37013,-86.67612,36.04613
52581,1345 Bell Rd,Antioch,TN,37013,-86.67612,36.04613
52582,,,,,,
52583,5540 Saddlewood Ln,Brentwood,TN,37027,-86.75657,36.026913
52584,206 Glenstone Cir,Brentwood,TN,37027,-86.77803,36.034687
52585,252 Glenstone Cir,Brentwood,TN,37027,-86.77761,36.03466
52586,4837 Manassas Dr,Brentwood,TN,37027,-86.76197,36.034565
52587,641 Old Hickory Blvd,Brentwood,TN,37027,-86.76698,36.040134
52588,641 Old Hickory Blvd,Brentwood,TN,37027,-86.76698,36.040134
52589,5830 Cloverland Dr,Brentwood,TN,37027,-86.75952,36.032032
52590,5512 Clovercrest Dr,Brentwood,TN,37027,-86.75942,36.035877
52591,5725 Cloverwood Dr,Brentwood,TN,37027,-86.763756,36.028645
52592,916 S Lane Ct,Brentwood,TN,37027,-86.75631,36.024593
52593,5904 Cross Pointe Ln,Brentwood,TN,37027,-86.75943,36.02898
52594,5709 Shetland Ct,Nashville,TN,37211,-86.74039,36.036915
52595,5620 Highland Way,Nashville,TN,37211,-86.74012,36.037548
52596,5948 Woodlands Ave,Nashville,TN,37211,-86.722336,36.035122
52597,672 Magnolia Ln,Nashville,TN,37211,-86.72525,36.037697
52598,117 Sterling Oaks Ct,Brentwood,TN,37027,-86.74758,36.03334
52599,6024 Gessner Ln,Brentwood,TN,37027,-86.744156,36.034477
52600,6056 Frontier Ln,Nashville,TN,37211,-86.73654,36.03138
52601,401 Kinhawk Dr,Nashville,TN,37211,-86.712715,36.03101
52602,5904 Kinsdale Dr,Nashville,TN,37211,-86.71466,36.03247
52603,1708 Hunters Branch Rd,Antioch,TN,37013,-86.711365,36.031647
52604,821 Banbury Way,Brentwood,TN,37027,-86.75179,36.024445
52605,1108 Banbury Ln,Brentwood,TN,37027,-86.752426,36.02274
52606,5620 Cedar Rock Dr,Nashville,TN,37211,-86.739685,36.02211
52607,6232 Palomar Ct,Nashville,TN,37211,-86.73328,36.025383
52608,,,,,,
52609,824 Cold Creek Trl,Nashville,TN,37211,-86.71799,36.024662
52610,109 Burgandy Hill Ct,Nashville,TN,37211,-86.7143,36.025417
52611,1112 Crestfield Dr,Nashville,TN,37211,-86.719,36.024048
52612,6124 Bradford Hills Dr,Nashville,TN,37211,-86.720795,36.0249
52613,6125 Bradford Hills Dr,Nashville,TN,37211,-86.72045,36.024998
52614,,,,,,
52615,,,,,,
52616,8246 Persia Way,Nashville,TN,37211,-86.71057,36.02317
52617,8208 Persia Way,Nashville,TN,37211,-86.7099,36.023247
52618,8045 Bienville Dr,Nashville,TN,37211,-86.71033,36.021927
52619,8043 Bienville Dr,Nashville,TN,37211,-86.71029,36.021942
52620,,,,,,
52621,6965 Sunnywood Dr,Nashville,TN,37211,-86.70288,36.01845
52622,1314 Concord Mill Ln,Nashville,TN,37211,-86.70386,36.019394
52623,,,,,,
52624,804 Ramble Hill Ct,Nashville,TN,37211,-86.74166,36.021027
52625,1713 Hickory Bark Ln,Nashville,TN,37211,-86.73859,36.018234
52626,3722 Shane Point Pl,Nashville,TN,37211,-86.7098,36.01912
52627,305 Darold Ct,Nashville,TN,37211,-86.70483,36.038506
52628,307 Darold Ct,Nashville,TN,37211,-86.70482,36.0385
52629,424 Barkley Ct,Antioch,TN,37013,-86.67841,36.03613
52630,5409 Oak Chase Dr,Antioch,TN,37013,-86.67569,36.032684
52631,5570 Oak Chase Dr,Antioch,TN,37013,-86.68309,36.034298
52632,1984 Shaylin Loop,Antioch,TN,37013,-86.70385,36.031578
52633,1928 Shaylin Loop,Antioch,TN,37013,-86.70465,36.03107
52634,1949 Shaylin Loop,Antioch,TN,37013,-86.704254,36.03112
52635,1911 Shaylin Loop,Antioch,TN,37013,-86.704994,36.03116
52636,904 Creekedge Ct,Antioch,TN,37013,-86.67837,36.030838
52637,5641 Deer Valley Trl,Antioch,TN,37013,-86.68014,36.03071
52638,7713 Porter House Dr,Nashville,TN,37211,-86.710724,36.024
52639,7109 Sunnywood Dr,Nashville,TN,37211,-86.70789,36.023186
52640,,,,,,
52641,7852 Heaton Way,Nashville,TN,37211,-86.70846,36.022427
52642,1509 Tolkien Ln,Nashville,TN,37211,-86.702576,36.018158
52643,,,,,,
52644,2431 Alteras Cir,Nashville,TN,37211,-86.703735,36.019512
52645,2620 Avery Park Dr,Nashville,TN,37211,-86.70202,36.019905
52646,4036 Barnes Cove Dr,Antioch,TN,37013,-86.70357,36.027637
52647,6336 Sunnywood Dr,Antioch,TN,37013,-86.69981,36.025566
52648,,,,,,
52649,2053 Stanford Village Dr,Antioch,TN,37013,-86.688614,36.021233
52650,1261 Bending Creek Dr,Antioch,TN,37013,-86.684135,36.019
52651,1248 Bending Creek Dr,Antioch,TN,37013,-86.68356,36.018963
52652,3905 Stephens Ridge Way,Antioch,TN,37013,-86.671715,36.02284
52653,6197 Old Forest Rd,Antioch,TN,37013,-86.66446,36.035545
52654,2541 Kanlow Dr,Antioch,TN,37013,-86.65583,36.019814
52655,3136 Skinner Dr,Antioch,TN,37013,-86.654335,36.019867
52656,3113 Skinner Dr,Antioch,TN,37013,-86.6553,36.020638
52657,3183 Skinner Dr,Antioch,TN,37013,-86.652374,36.018806
52658,113 Hearthside Way,Antioch,TN,37013,-86.648026,36.022324
52659,1741 Elijah Ryan Dr,Antioch,TN,37013,-86.647705,36.022095
52660,6205 Suzy Dr,Antioch,TN,37013,-86.63932,36.023376
52661,4316 Luke Ct,Antioch,TN,37013,-86.638084,36.025158
52662,755 Evening Ave,Antioch,TN,37013,-86.6676,36.01621
52663,3560 Fair Meadows Dr,Nashville,TN,37211,-86.7098,36.015938
52664,209 Sugarberry Ct,Nashville,TN,37211,-86.699875,36.014626
52665,7221 Sugarloaf Dr,Nashville,TN,37211,-86.69706,36.014317
52666,7328 Campton Rd,Nashville,TN,37211,-86.69415,36.014263
52667,7313 Campton Rd,Nashville,TN,37211,-86.694176,36.01416
52668,608 Sugar Mill Dr,Nashville,TN,37211,-86.694534,36.01622
52669,7341 Sugarloaf Dr,Nashville,TN,37211,-86.69916,36.01901
52670,6582 Sunnywood Dr,Nashville,TN,37211,-86.69701,36.02037
52671,8222 Lenox Creekside Dr,Antioch,TN,37013,-86.69786,36.010815
52672,,,,,,
52673,,,,,,
52674,8134 Lenox Creekside Dr,Antioch,TN,37013,-86.70118,36.01127
52675,6932 Calderwood Dr,Antioch,TN,37013,-86.682884,36.012844
52676,6725 Autumn Oaks Dr,Brentwood,TN,37027,-86.69663,36.00402
52677,6736 Autumn Oaks Dr,Brentwood,TN,37027,-86.69686,36.00399
52678,6844 Scarlet Ridge Dr,Brentwood,TN,37027,-86.69349,36.005695
52679,,,,,,
52680,,,,,,
52681,7296 Autumn Crossing Way,Brentwood,TN,37027,-86.691574,36.00325
52682,441 High Point Ter,Brentwood,TN,37027,-86.69534,36.00358
52683,,,,,,
52684,,,,,,
52685,,,,,,
52686,,,,,,
52687,8116 Valley Oak Dr,Brentwood,TN,37027,-86.692184,36.002544
52688,,,,,,
52689,,,,,,
52690,1528 Sunbeam Dr,Antioch,TN,37013,-86.66967,36.019966
52691,7875 Rainey Dr,Antioch,TN,37013,-86.65151,36.009705
52692,7488 Maggie Dr,Antioch,TN,37013,-86.65484,36.01035
52693,8205 Ramstone Way,Antioch,TN,37013,-86.65427,36.010754
52694,8304 Ramstone Way,Antioch,TN,37013,-86.65033,36.011414
52695,8505 Lawson Dr,Antioch,TN,37013,-86.64876,36.00873
52696,8508 Lawson Dr,Antioch,TN,37013,-86.65,36.010414
52697,9008 Ristau Dr,Antioch,TN,37013,-86.64825,36.008137
52698,,,,,,
52699,8305 Elmcroft Ct,Nolensville,TN,37135,-86.67574,35.989563
52700,7605 Kemberton Dr E,Nolensville,TN,37135,-86.67493,35.990265
52701,7661 Kemberton Dr E,Nolensville,TN,37135,-86.67251,35.990013
52702,317 Whitman Ct,Nolensville,TN,37135,-86.66905,35.98588
52703,,,,,,
52704,,,,,,
52705,,,,,,
52706,,,,,,
52707,,,,,,
52708,,,,,,
52709,,,,,,
52710,432 W Bend Dr,Nashville,TN,37209,-86.87029,36.14769
52711,5200 Nevada Ave,Nashville,TN,37209,-86.84979,36.14841
52712,4911 Park Ave,Nashville,TN,37209,-86.84611,36.150944
52713,4906 Nevada Ave,Nashville,TN,37209,-86.84596,36.148586
52714,1036 24Th Ave N,Nashville,TN,37208,-86.81234,36.16667
52715,1009 12Th Ave N,Nashville,TN,37208,-86.797935,36.169456
52716,506 36Th Ave N,Nashville,TN,37209,-86.827736,36.154434
52717,504 36Th Ave N,Nashville,TN,37209,-86.827736,36.154415
52718,,,,,,
52719,807 18Th Ave S,Nashville,TN,37203,-86.7945,36.150177
52720,1803 Broadway,Nashville,TN,37203,-86.79542,36.15197
52721,1916 Adelicia St,Nashville,TN,37212,-86.7965,36.148197
52722,900 20Th Ave S,Nashville,TN,37212,-86.79793,36.148678
52723,907 18Th Ave S,Nashville,TN,37212,-86.794815,36.14847
52724,1405 Sigler St,Nashville,TN,37203,-86.788376,36.15041
52725,6431 Charlotte Road Cir,Nashville,TN,37209,-86.87483,36.14241
52726,6719 Charlotte Pike,Nashville,TN,37209,-86.88562,36.135635
52727,827 Summerly Dr,Nashville,TN,37209,-86.87914,36.13484
52728,6035 Neighborly Ave,Nashville,TN,37209,-86.86767,36.146008
52729,,,,,,
52730,5753 Maudina Ave,Nashville,TN,37209,-86.861435,36.14418
52731,5207 Idaho Ave,Nashville,TN,37209,-86.849785,36.14632
52732,4911 Wyoming Ave,Nashville,TN,37209,-86.84628,36.14535
52733,4606 Idaho Ave,Nashville,TN,37209,-86.84213,36.146603
52734,4024 Westlawn Dr,Nashville,TN,37209,-86.83472,36.13967
52735,4425 Westlawn Dr,Nashville,TN,37209,-86.8403,36.139854
52736,321 Sloan Rd,Nashville,TN,37209,-86.84088,36.1389
52737,271 Cherokee Station Dr,Nashville,TN,37209,-86.838936,36.137875
52738,191 Forestwood Dr,Nashville,TN,37209,-86.871155,36.135963
52739,247 Cherokee Rd,Nashville,TN,37205,-86.841225,36.135544
52740,,,,,,
52741,3901 W End Ave,Nashville,TN,37205,-86.834656,36.131325
52742,4215 Harding Pike,Nashville,TN,37205,-86.842064,36.12854
52743,4225 Harding Pike,Nashville,TN,37205,-86.843544,36.12775
52744,4040 Woodlawn Dr,Nashville,TN,37205,-86.84293,36.126377
52745,142 39Th Ave N,Nashville,TN,37209,-86.83127,36.143642
52746,411 Saint Francis Ave,Nashville,TN,37205,-86.82324,36.14422
52747,332 Normandy Cir,Nashville,TN,37209,-86.825584,36.14594
52748,203 Burns Ave,Nashville,TN,37203,-86.82076,36.144123
52749,3131 Long Blvd,Nashville,TN,37203,-86.81955,36.145573
52750,,,,,,
52751,117 30Th Ave N,Nashville,TN,37203,-86.814995,36.14473
52752,222 31St Ave N,Nashville,TN,37203,-86.81644,36.145542
52753,,,,,,
52754,3122 Long Blvd,Nashville,TN,37203,-86.81855,36.146065
52755,3189 Parthenon Ave,Nashville,TN,37203,-86.82112,36.145176
52756,3118 Long Blvd,Nashville,TN,37203,-86.81826,36.146114
52757,3118 Long Blvd,Nashville,TN,37203,-86.81826,36.146114
52758,3102 W End Cir,Nashville,TN,37203,-86.8171,36.14406
52759,3000 Vanderbilt Pl,Nashville,TN,37212,-86.81233,36.1423
52760,3000 Vanderbilt Pl,Nashville,TN,37212,-86.81233,36.1423
52761,1101 18Th Ave S,Nashville,TN,37212,-86.79549,36.144794
52762,412 Greenway Ave,Nashville,TN,37205,-86.82538,36.140816
52763,3415 W End Ave,Nashville,TN,37203,-86.81938,36.13907
52764,3415 W End Ave,Nashville,TN,37203,-86.81938,36.13907
52765,3415 W End Ave,Nashville,TN,37203,-86.81938,36.13907
52766,3415 W End Ave,Nashville,TN,37203,-86.81938,36.13907
52767,504 Rose Hall,Nashville,TN,37212,-86.81639,36.14097
52768,2608 Belcourt Ave,Nashville,TN,37212,-86.808464,36.137024
52769,3737 W End Ave,Nashville,TN,37205,-86.83076,36.132607
52770,3737 W End Ave,Nashville,TN,37205,-86.83076,36.132607
52771,326 Elmington Ave,Nashville,TN,37205,-86.82232,36.132572
52772,,,,,,
52773,2510 Essex Pl,Nashville,TN,37212,-86.80747,36.1322
52774,2703 Acklen Ave,Nashville,TN,37212,-86.80982,36.136078
52775,2100 20Th Ave,Nashville,TN,37212,-86.800224,36.131542
52776,2102 20Th Ave,Nashville,TN,37212,-86.800224,36.131527
52777,401 Bowling Ave,Nashville,TN,37205,-86.82631,36.12667
52778,41 Erwin Ct,Nashville,TN,37205,-86.8233,36.12875
52779,323 Whitworth Way,Nashville,TN,37205,-86.81863,36.126892
52780,2304 Ashwood Ave,Nashville,TN,37212,-86.80551,36.129803
52781,1624 Linden Ave,Nashville,TN,37212,-86.79385,36.12807
52782,909 Southside Pl,Nashville,TN,37203,-86.78295,36.146225
52783,,,,,,
52784,,,,,,
52785,,,,,,
52786,,,,,,
52787,,,,,,
52788,112 9Th Cir S,Nashville,TN,37203,-86.78037,36.14594
52789,925 South St,Nashville,TN,37203,-86.7813,36.146896
52790,936 Southside Pl,Nashville,TN,37203,-86.78173,36.146114
52791,961 9Th Ave S,Nashville,TN,37203,-86.78044,36.145473
52792,1418 15Th Ave S,Nashville,TN,37212,-86.791336,36.13947
52793,1000 Wade Ave,Nashville,TN,37203,-86.78473,36.13647
52794,1106 Wade Ave,Nashville,TN,37203,-86.786766,36.13668
52795,1106 Wade Ave,Nashville,TN,37203,-86.786766,36.13668
52796,1106 Wade Ave,Nashville,TN,37203,-86.786766,36.13668
52797,1015 Caldwell Ave,Nashville,TN,37204,-86.78602,36.132595
52798,1004 Acklen Ave,Nashville,TN,37203,-86.78568,36.1336
52799,1021 Wedgewood Ave,Nashville,TN,37203,-86.78516,36.134933
52800,,,,,,
52801,,,,,,
52802,754 Wedgewood Park,Nashville,TN,37203,-86.777824,36.13459
52803,1815 Ridley Blvd,Nashville,TN,37203,-86.776306,36.13576
52804,1815 Ridley Blvd,Nashville,TN,37203,-86.776306,36.13576
52805,1004 Lawrence Ave,Nashville,TN,37204,-86.786415,36.128918
52806,,,,,,
52807,,,,,,
52808,,,,,,
52809,2201 8Th Ave S,Nashville,TN,37204,-86.7785,36.13034
52810,803 Hillview Hts,Nashville,TN,37204,-86.77819,36.126774
52811,,,,,,
52812,,,,,,
52813,,,,,,
52814,,,,,,
52815,,,,,,
52816,,,,,,
52817,709 Shawnee Dr,Nashville,TN,37205,-86.9007,36.12251
52818,,,,,,
52819,6604 Currywood Dr,Nashville,TN,37205,-86.897415,36.113094
52820,6324 Bresslyn Rd,Nashville,TN,37205,-86.88702,36.107655
52821,6126 Robin Hill Rd,Nashville,TN,37205,-86.87673,36.10986
52822,117 Kenner Ave,Nashville,TN,37205,-86.8446,36.123825
52823,212 Westchase Dr,Nashville,TN,37205,-86.844986,36.120384
52824,210 Westchase Dr,Nashville,TN,37205,-86.84493,36.120396
52825,108 Belle Meade Blvd,Nashville,TN,37205,-86.854805,36.117588
52826,210 Lynnwood Blvd,Nashville,TN,37205,-86.847534,36.118378
52827,301 Westview Ave,Nashville,TN,37205,-86.848274,36.112827
52828,514 Armistead Pl,Nashville,TN,37215,-86.83359,36.111435
52829,3800 Estes Rd,Nashville,TN,37215,-86.837,36.112778
52830,,,,,,
52831,5971 Post Rd,Nashville,TN,37205,-86.868225,36.107582
52832,3924 Wallace Ln,Nashville,TN,37215,-86.83468,36.107857
52833,4000 Wallace Ln,Nashville,TN,37215,-86.83467,36.106895
52834,716 Woodleigh Dr,Nashville,TN,37215,-86.8248,36.120564
52835,3018 New Natchez Trce,Nashville,TN,37215,-86.81944,36.12264
52836,2712 Wortham Ave,Nashville,TN,37215,-86.816956,36.122597
52837,3000 Hillsboro Pike,Nashville,TN,37215,-86.80757,36.12123
52838,,,,,,
52839,,,,,,
52840,2507 Belmont Blvd,Nashville,TN,37212,-86.7941,36.1256
52841,2705 Brightwood Ave,Nashville,TN,37212,-86.7973,36.123783
52842,1800 Rosewood Ave,Nashville,TN,37212,-86.798904,36.124092
52843,3502 Grayswood Ave,Nashville,TN,37215,-86.83105,36.11585
52844,2305 Hampton Ave,Nashville,TN,37215,-86.816574,36.116642
52845,3423 Hopkins St,Nashville,TN,37215,-86.80577,36.116936
52846,3382 Hillsboro Pike,Nashville,TN,37215,-86.81074,36.115055
52847,1553 Battlefield Dr,Nashville,TN,37215,-86.79751,36.115555
52848,,,,,,
52849,,,,,,
52850,100 Oxton Hill Ln,Nashville,TN,37215,-86.80946,36.111588
52851,3515 Hopkins St,Nashville,TN,37215,-86.80625,36.113014
52852,3509 Hopkins St,Nashville,TN,37215,-86.80624,36.113155
52853,2470 Abbott Martin Rd,Nashville,TN,37215,-86.82799,36.108395
52854,3916 Cross Creek Rd,Nashville,TN,37215,-86.82187,36.106007
52855,1708 Hillmont Dr,Nashville,TN,37215,-86.80324,36.108627
52856,1107 Caldwell Ln,Nashville,TN,37204,-86.792915,36.106346
52857,1318 Sweetbriar Ave,Nashville,TN,37212,-86.79067,36.124138
52858,916 Halcyon Ave,Nashville,TN,37204,-86.78559,36.12227
52859,,,,,,
52860,,,,,,
52861,830 Inverness Ave,Nashville,TN,37204,-86.77994,36.124245
52862,2312 Cisco St,Nashville,TN,37204,-86.78032,36.125996
52863,,,,,,
52864,2421 Elliott Ave,Nashville,TN,37204,-86.77902,36.126057
52865,,,,,,
52866,840 Clayton Ave,Nashville,TN,37204,-86.78126,36.119034
52867,940 Gale Ln,Nashville,TN,37204,-86.7843,36.117172
52868,,,,,,
52869,3402 Woodhaven Rd,Nashville,TN,37204,-86.776825,36.112602
52870,966 Graybar Ln,Nashville,TN,37204,-86.78724,36.10847
52871,3640 Mayflower Pl,Nashville,TN,37204,-86.78357,36.106476
52872,3517 Pleasant Valley Rd,Nashville,TN,37204,-86.775826,36.10913
52873,504 Cedar Forest Ct,Nashville,TN,37221,-86.929375,36.10211
52874,201 New Sawyer Brown Rd,Nashville,TN,37221,-86.93513,36.089256
52875,204 Colt Dr,Nashville,TN,37221,-86.938995,36.089928
52876,7721 Dan Kestner Dr,Nashville,TN,37221,-86.93561,36.086956
52877,320 Old Hickory Blvd,Nashville,TN,37209,-86.886566,36.14215
52878,320 Old Hickory Blvd,Nashville,TN,37209,-86.886566,36.14215
52879,1106 Woodbury Falls Ct,Nashville,TN,37221,-86.92169,36.08827
52880,1073 Woodbury Falls Dr,Nashville,TN,37221,-86.92248,36.08823
52881,,,,,,
52882,343 Westfield Dr,Nashville,TN,37221,-86.9467,36.08434
52883,329 Cross Timbers Dr,Nashville,TN,37221,-86.93825,36.083088
52884,109 Zuric Ct,Nashville,TN,37221,-86.92459,36.079002
52885,6613 Rolling Fork Dr,Nashville,TN,37205,-86.908165,36.094948
52886,220 Rolling Fork Ct,Nashville,TN,37205,-86.90717,36.093067
52887,6614 Ellwood Ct,Nashville,TN,37205,-86.89913,36.093838
52888,6614 Ellwood Ct,Nashville,TN,37205,-86.89913,36.093838
52889,6316 Saint Henry Dr,Nashville,TN,37205,-86.882324,36.092087
52890,6302 Hwy 100,Nashville,TN,37205,-86.87505,36.094868
52891,,,,,,
52892,6611 Hwy 100,Nashville,TN,37205,-86.87963,36.089954
52893,21 Vaughns Gap Rd,Nashville,TN,37205,-86.885475,36.079174
52894,21 Vaughns Gap Rd,Nashville,TN,37205,-86.885475,36.079174
52895,4300 Wallace Ln,Nashville,TN,37215,-86.83449,36.097736
52896,4418 Forsythe Pl,Nashville,TN,37205,-86.8556,36.091152
52897,,,,,,
52898,5025 Hillsboro Pike,Nashville,TN,37215,-86.82303,36.09782
52899,5025 Hillsboro Pike,Nashville,TN,37215,-86.82303,36.09782
52900,2116 Hobbs Rd,Nashville,TN,37215,-86.81896,36.10098
52901,2116 Hobbs Rd,Nashville,TN,37215,-86.81896,36.10098
52902,401 Village Hall Pl,Nashville,TN,37215,-86.82221,36.101646
52903,1923 Kimbark Dr,Nashville,TN,37215,-86.81152,36.101234
52904,,,,,,
52905,1901 Warfield Dr,Nashville,TN,37215,-86.811615,36.101963
52906,1713 Warfield Dr,Nashville,TN,37215,-86.80598,36.10039
52907,1905 Warfield Dr,Nashville,TN,37215,-86.81166,36.10206
52908,102 Summit Ridge Ct,Nashville,TN,37215,-86.82675,36.094536
52909,251 Summit Ridge Dr,Nashville,TN,37215,-86.82744,36.09464
52910,408 Summit Ridge Pl,Nashville,TN,37215,-86.82731,36.09486
52911,106 Forest Place Cir,Nashville,TN,37215,-86.8291,36.093307
52912,,,,,,
52913,709 Arkland Pl,Nashville,TN,37215,-86.817314,36.093685
52914,424 Cumberland Pl,Nashville,TN,37215,-86.81555,36.092403
52915,208 Old Williamsburg Ct,Nashville,TN,37215,-86.80356,36.093075
52916,101 Robin Springs Rd,Nashville,TN,37220,-86.79877,36.08853
52917,1400 Hildreth Dr,Nashville,TN,37215,-86.81714,36.083412
52918,1143 Gateway Ln,Nashville,TN,37220,-86.80091,36.083195
52919,1011 Grassland Ln,Nashville,TN,37220,-86.792244,36.084198
52920,907 Tower Pl,Nashville,TN,37204,-86.78896,36.096245
52921,4220 Franklin Pike,Nashville,TN,37204,-86.77177,36.09583
52922,913 Glendale Ln,Nashville,TN,37204,-86.78614,36.092285
52923,4421 Curtiswood Cir,Nashville,TN,37204,-86.77927,36.09193
52924,922 Waterswood Dr,Nashville,TN,37220,-86.78564,36.087814
52925,925 Waterswood Dr,Nashville,TN,37220,-86.78562,36.08781
52926,1264 Scarcroft Ln,Nashville,TN,37221,-86.99223,36.0754
52927,,,,,,
52928,,,,,,
52929,,,,,,
52930,,,,,,
52931,,,,,,
52932,,,,,,
52933,,,,,,
52934,,,,,,
52935,7552 Rolling River Pkwy,Nashville,TN,37221,-86.96371,36.065056
52936,6901 Stone Creek Rd,Nashville,TN,37221,-86.9686,36.0623
52937,701 Vauxhall Dr,Nashville,TN,37221,-86.97779,36.06273
52938,8216 Londonberry Rd,Nashville,TN,37221,-86.97648,36.064007
52939,7808 River Fork Dr,Nashville,TN,37221,-86.97554,36.06211
52940,336 Bellevue Rd,Nashville,TN,37221,-86.935745,36.06303
52941,8207 Sawyer Brown Rd,Nashville,TN,37221,-86.944016,36.08388
52942,8207 Sawyer Brown Rd,Nashville,TN,37221,-86.944016,36.08388
52943,7298 Cavalier Dr,Nashville,TN,37221,-86.93049,36.0767
52944,210 Old Hickory Blvd,Nashville,TN,37221,-86.9192,36.078796
52945,1044 Todd Preis Dr,Nashville,TN,37221,-86.95059,36.073124
52946,,,,,,
52947,810 Bellevue Rd,Nashville,TN,37221,-86.94059,36.07252
52948,810 Bellevue Rd,Nashville,TN,37221,-86.94059,36.07252
52949,,,,,,
52950,,,,,,
52951,,,,,,
52952,,,,,,
52953,,,,,,
52954,105 Bear Track Dr,Nashville,TN,37221,-86.91541,36.073395
52955,133 Holly Frst,Nashville,TN,37221,-86.91468,36.073586
52956,1021 General George Patton Rd,Nashville,TN,37221,-86.95262,36.068043
52957,503 Gerneral George Patton Rd,Nashville,TN,37221,-86.94127,36.06424
52958,717 Baugh Rd,Nashville,TN,37221,-86.93619,36.069126
52959,701 Barlin Ct,Nashville,TN,37221,-86.941246,36.066982
52960,729 Barlin Ct,Nashville,TN,37221,-86.941246,36.066883
52961,712 Magnolia Trl,Nashville,TN,37221,-86.934326,36.066692
52962,713 Gleniris Ct,Nashville,TN,37221,-86.95459,36.060295
52963,1009 Morrisey Ct,Nashville,TN,37221,-86.94755,36.058414
52964,1213 Harpeth Lake Ct,Nashville,TN,37221,-86.94933,36.060566
52965,8803 Sawyer Brown Rd,Nashville,TN,37221,-86.94434,36.062504
52966,722 Harpeth Pkwy W,Nashville,TN,37221,-86.93619,36.060738
52967,832 Beech Bend Dr,Nashville,TN,37221,-86.94156,36.06028
52968,303 Clofton Dr,Nashville,TN,37221,-86.93789,36.062813
52969,532 Bellevue Rd N,Nashville,TN,37221,-86.932304,36.063187
52970,2432 Devon Valley Dr,Nashville,TN,37221,-86.9152,36.067917
52971,2055 Timberwood Dr,Nashville,TN,37215,-86.84993,36.06615
52972,1138 Crater Hill Dr,Nashville,TN,37215,-86.854095,36.074703
52973,2235 Chickering Ln,Nashville,TN,37215,-86.85865,36.064453
52974,2141 Timberwood Dr,Nashville,TN,37215,-86.85344,36.064724
52975,2004 Priest Rd,Nashville,TN,37215,-86.832954,36.062485
52976,1824 Laurel Ridge Dr,Nashville,TN,37215,-86.81598,36.073444
52977,1168 Travelers Ridge Dr,Nashville,TN,37220,-86.80589,36.07117
52978,2012 Otter Valley Ln,Nashville,TN,37215,-86.831825,36.066635
52979,1608 Otter Creek Rd,Nashville,TN,37215,-86.82944,36.062984
52980,801 Tyne Blvd,Nashville,TN,37220,-86.77332,36.07748
52981,823 Tyne Valley Ct,Nashville,TN,37220,-86.7781,36.075386
52982,826 Maxwell Ct,Nashville,TN,37220,-86.77965,36.071514
52983,7305 Rolling River Pkwy,Nashville,TN,37221,-86.968994,36.057034
52984,8084 Poplar Creek Rd,Nashville,TN,37221,-86.96454,36.0566
52985,7501 River Fork Dr,Nashville,TN,37221,-86.97448,36.057404
52986,7040 Allens Ln,Nashville,TN,37221,-86.96896,36.053577
52987,7013 Poplar Creek Trce,Nashville,TN,37221,-86.95524,36.050304
52988,6725 Autumnwood Dr,Nashville,TN,37221,-86.96133,36.05123
52989,6913 Collinswood Dr,Nashville,TN,37221,-86.96139,36.049667
52990,7112 Forrest Oaks Dr,Nashville,TN,37221,-86.96269,36.049694
52991,1225 Rockeford Dr,Nashville,TN,37221,-86.95417,36.04832
52992,,,,,,
52993,,,,,,
52994,,,,,,
52995,941 Harpeth Bend Dr,Nashville,TN,37221,-86.94334,36.052322
52996,5 Annandale,Nashville,TN,37215,-86.83477,36.05917
