PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,LATITUDE,LONGITUDE,PRICE
Single Family Residential,917 35th St SW,Wyoming,MI,49509,2,1,884,5480,1940,15,,42.900953,-85.688526,47500
Single Family Residential,136 32nd St SE,Wyoming,MI,49548,,,,,,,,42.905547,-85.662545,65000
Single Family Residential,1751 Godfrey Ave SW,Wyoming,MI,49509,,,,,,,,42.931971,-85.69416,52000
Single Family Residential,2838 Byron Center Ave SW,Wyoming,MI,49519,,,,13504,,,,42.912846,-85.72444,60000
Single Family Residential,226 43rd St SW,Wyoming,MI,49548,,,,5227,,,,42.8857261,-85.6707815,50000
Single Family Residential,2042 Huizen Ave SW,Wyoming,MI,49509,,,,,,,,42.926757,-85.69139,65500
Single Family Residential,129 Murray St SW,Wyoming,MI,49548,3,1,1158,8316,1950,302,,42.885319,-85.668628,56742
Single Family Residential,356 Walter St SE,Wyoming,MI,49548,,,,,,,,42.892318,-85.656642,44000
Single Family Residential,3231 Homecrest Ave SW,Wyoming,MI,49509,,,,6970,,,,42.904444,-85.679515,59000
Single Family Residential,5408 Byron Center Ave SW,Wyoming,MI,49519,,,,3049200,,,,42.8665331,-85.7231496,20000
Single Family Residential,907 Colrain St SW,Wyoming,MI,49509,,,,,,,,42.910713,-85.688267,69900
Condo/Co-op,2311 Banner Dr SW #47,Wyoming,MI,49509,2,1,700,,1967,354,450,42.9238543,-85.6885556,30000
Single Family Residential,127 Burt St SE,Wyoming,MI,49548,1,1,665,10640,1924,144,,42.891106,-85.66215,45000
Single Family Residential,952 Burton St SW,Wyoming,MI,49509,3,1.5,1092,,1900,191,,42.927765,-85.690695,68000
Single Family Residential,2117 Oregon Ave SW,Wyoming,MI,49519,1,1,676,8712,1910,322,,42.925688,-85.718789,49950
Single Family Residential,506 32nd St SW,Wyoming,MI,49509,,,,,,,,42.905763,-85.6781825,30250
Single Family Residential,3625 Highgate Ave SW,Wyoming,MI,49509,,,,8712,,,,42.89772,-85.679835,57750
Condo/Co-op,2433 Byron Center Ave SW #308,Wyoming,MI,49519,1,1,676,,1972,133,159,42.920648,-85.725467,37500
Single Family Residential,1955 Havana Ave SW,Wyoming,MI,49509,,,,,,,,42.928815,-85.701233,67000
Single Family Residential,4640 Stafford Ave SW,Wyoming,MI,49548,,,,,,,,42.879436,-85.673544,55000
Single Family Residential,3426 Buchanan Ave SW,Wyoming,MI,49548,3,1,1252,5632,1923,347,,42.901916,-85.670001,63500
Single Family Residential,4646 Walton Ave SW,Grand Rapids,MI,49548,2,1,671,6000,1945,316,,42.879074,-85.668094,59049
Single Family Residential,3616 Heron Ave SW,Grand Rapids,MI,49509,,,,,,,,42.898403,-85.698576,49900
Single Family Residential,2606 Longstreet Ave SW,Grand Rapids,MI,49509,,,,,,,,42.916672,-85.681797,15000
Single Family Residential,739 Hogan St SW,Grand Rapids,MI,49503,4,1,1918,6838,1915,274,,42.934546,-85.685355,53000
Single Family Residential,28 Coolidge St SW,Wyoming,MI,49548,,,,,,,,42.897388,-85.6665979,68500
Single Family Residential,30 34th St SE,Wyoming,MI,49548,,,,,,,,42.902283,-85.664299,49500
Condo/Co-op,2433 Byron Center Ave SW #209,Wyoming,MI,49519,1,1,565,,1972,38,85,42.920648,-85.725467,39900
Single Family Residential,235 Himes St SE,Wyoming,MI,49548,2,1,861,5080,1915,60,,42.894716,-85.659606,69900
Single Family Residential,1417 Marquette St SW,Wyoming,MI,49509,2,2,1104,5662,1955,4,,42.93831,-85.702219,59900
Condo/Co-op,2165 SW Melvin St #2165,Wyoming,MI,49519,2,2,1800,,1976,182,250,42.926373,-85.719379,100000
Single Family Residential,255 Crown SW,Grand Rapids,MI,49548,2,1,868,7050,1940,182,,42.880319,-85.671439,85000
Single Family Residential,245 Thurston St SW,Wyoming,MI,49548,2,1.5,1029,6970,1940,70,,42.888066,-85.671717,92000
Condo/Co-op,2165 Melvin St SW #40,Wyoming,MI,49519,,,,,,,,42.926373,-85.719379,100000
Multi-Family (2-4 Unit),327 Abbie SE,Wyoming,MI,49548,4,2,,10628,1930,193,,42.893788,-85.657697,87500
Single Family Residential,1629 Nagel Ave SW,Wyoming,MI,49509,3,1,936,4815,1925,231,,42.934646,-85.6966939,95900
Single Family Residential,914 Burton St SW,Wyoming,MI,49509,4,2,1174,9147,1920,64,,42.927724,-85.689098,98000
Single Family Residential,900 33rd St SW,Wyoming,MI,49509,2,1,735,,1949,235,,42.903808,-85.6878179,92000
Single Family Residential,35 Buckingham SW,Wyoming,MI,49548,3,1,1450,,1982,269,,42.908896,-85.667249,80000
Condo/Co-op,2127 Melvin St SW #9,Wyoming,MI,49519,,,,,,,,42.926349,-85.7189549,84000
Single Family Residential,2423 Lamar St SW,Wyoming,MI,49509,3,1,1170,5280,1924,63,,42.920463,-85.729605,75275
Single Family Residential,3340 Hillcroft Ave SW,Wyoming,MI,49548,,,,,,,,42.903039,-85.672624,95000
Single Family Residential,1508 Rathbone St SW,Wyoming,MI,49509,2,1,959,9200,1949,211,,42.936117,-85.703821,85000
Single Family Residential,244 Jean St SW,Wyoming,MI,49548,3,1,1152,,1952,344,,42.87615,-85.671644,84500
Multi-Family (2-4 Unit),1621 Godfrey Ave SW #2,Wyoming,MI,49509,2,2,,5750,1920,332,,42.9348243,-85.6942735,78500
Single Family Residential,5721 Haughey Ave Sw SW,Wyoming,MI,49548,2,1,816,9750,1952,284,,42.859908,-85.670461,93750
Single Family Residential,3719 Michael Ave SW,Wyoming,MI,49509,3,1,1242,5100,1972,176,,42.895634,-85.695566,88000
Single Family Residential,1106 32nd St SW,Wyoming,MI,49509,,,,19602,,,,42.9059687,-85.6933291,96000
Single Family Residential,215 55th St SW,Wyoming,MI,49548,,,,,,,,42.865013,-85.669568,96000
Single Family Residential,339 SW Pickett St,Wyoming,MI,49548,3,1,912,8662,1958,154,,42.8776,-85.673466,93000
Single Family Residential,5109 Haughey Ave SW,Wyoming,MI,49548,2,1,946,13200,1946,101,,42.871139,-85.67083,94900
Single Family Residential,4910 Walton Ave SW,Wyoming,MI,49548,3,1,999,5824,1948,185,,42.8743679,-85.668009,100000
Single Family Residential,62 Holly St SW,Wyoming,MI,49548,2,1,832,6396,1940,109,,42.87526,-85.667168,80000
Single Family Residential,4315 Buchanan SW,Wyoming,MI,49548,2,1,949,5520,1950,196,,42.885567,-85.670192,76900
Single Family Residential,3713 Colby Ave SW,Wyoming,MI,49509,,,,10454,,,,42.895971,-85.693593,96750
Single Family Residential,3811 Minnie Ave SW,Wyoming,MI,49519,2,1,870,9750,1950,122,,42.8950768,-85.7065507,82000
Single Family Residential,1547 37th St SW,Wyoming,MI,49509,3,1,1015,13503,1950,150,,42.8973184,-85.7039104,96000
Single Family Residential,3922 Collingwood Ave SW,Wyoming,MI,49519,,,,,,,,42.893246,-85.719721,88079
Single Family Residential,2448 30th St SW,Wyoming,MI,49519,,,,,,,,42.910024,-85.727197,100000
Single Family Residential,1803 36th St SW,Wyoming,MI,49519,3,1,1470,13209,1957,46,,42.899424,-85.709951,86000
Single Family Residential,3523 Heron Ave SW,Wyoming,MI,49509,,,,,,,,42.9001779,-85.699152,75500
Single Family Residential,56 32nd St SW,Wyoming,MI,49548,2,1,1532,6450,1945,183,,42.905638,-85.667878,80000
Single Family Residential,2029 Cleveland Ave SW,Wyoming,MI,49509,4,1,1471,11346,1927,291,,42.927195,-85.697886,87000
Single Family Residential,2616 Meyer Ave SW,Wyoming,MI,49519,3,2.5,1092,9362,1950,325,,42.917378,-85.712785,92000
Single Family Residential,2149 Michael Ave SW,Wyoming,MI,49509,,,,,,,,42.924898,-85.695655,99000
Single Family Residential,2673 Hague Ave SW,Wyoming,MI,49519,,,,16988,,,,42.9158965,-85.7093072,84000
Condo/Co-op,2117 Melvin St SW #5,Wyoming,MI,49519,,,,,,,,42.927013,-85.72014,91000
Single Family Residential,1736 Porter St SW,Wyoming,MI,49519,,,,,,,,42.920684,-85.709391,77000
Single Family Residential,2224 Oregon Ave SW,Wyoming,MI,49519,4,1.5,1792,8280,1959,235,,42.924185,-85.718053,95000
Single Family Residential,1642 Cleveland SW,Grand Rapids,MI,49509,3,2,1347,4791,1926,92,,42.9342929,-85.698048,93000
Single Family Residential,1700 Delwood Ave SW,Wyoming,MI,49509,,,,,,,,42.9335359,-85.70487,99000
Single Family Residential,1937 Godfrey Ave SW,Wyoming,MI,49509,3,1,1964,4128,1910,246,,42.92925,-85.693923,80000
Multi-Family (2-4 Unit),143 Wexford St SE,Wyoming,MI,49548,,,,7350,1925,280,,42.899785,-85.661899,86000
Single Family Residential,2323 Barberry Dr SW,Wyoming,MI,49519,,,,,,,,42.902888,-85.722736,88500
Single Family Residential,2238 Wyoming Ave SW,Wyoming,MI,49519,,,,8276,,,,42.923801,-85.721684,79000
Single Family Residential,3341 Jefferson Ave SE,Wyoming,MI,49548,,,,,,,,42.903143,-85.661773,81500
Single Family Residential,3811 Madison Ave SE,Kentwood,MI,49548,,,,,,,,42.894138,-85.656227,90000
Single Family Residential,3210 Charlesgate Ave SW,Wyoming,MI,49509,,,,10454,,,,42.905574,-85.677666,99000
Single Family Residential,785 26th St SW,Wyoming,MI,49509,3,2,1642,5800,1995,142,,42.9172889,-85.685615,99900
Single Family Residential,2457 Byron Center Ave SW,Wyoming,MI,49519,,,,19166,,,,42.9196007,-85.725304,99000
Single Family Residential,940 Muriel SW,Wyoming,MI,49509,3,1,1526,8276,1953,127,,42.921792,-85.6899959,93000
Single Family Residential,611 32nd St SW,Wyoming,MI,49509,3,1,1749,4708,1945,171,,42.906308,-85.6808439,89900
Single Family Residential,290 54th St SW,Wyoming,MI,49548,,,,,,,,42.865677,-85.671276,79500
Single Family Residential,1377 44th St SW,Wyoming,MI,49509,3,1,1059,10890,1952,129,,42.8847049,-85.698864,77000
Single Family Residential,244 Thurston St SW,Wyoming,MI,49548,,,,,,,,42.887522,-85.671597,86000
Multi-Family (2-4 Unit),549 32nd SE,Wyoming,MI,49548,3,2,,6000,1950,154,,42.906027,-85.652249,97500
Single Family Residential,3818 Byron Center Ave SW,Wyoming,MI,49519,,,,14375,,,,42.895285,-85.723998,95000
Single Family Residential,3731 Raven SW,Wyoming,MI,49509,3,1,828,5227,1959,154,,42.895514,-85.697539,93000
Single Family Residential,1545 Godfrey Ave SW,Wyoming,MI,49509,4,1.5,1560,4356,1924,309,,42.9359961,-85.6935663,95000
Single Family Residential,1850 Belden Ave SW,Wyoming,MI,49509,4,2.5,1575,4725,1927,189,,42.930467,-85.701737,99900
Single Family Residential,2646 Sharon Ct SW,Wyoming,MI,49519,3,1.5,1120,8712,1959,260,,42.9160973,-85.7162265,94900
Single Family Residential,37 Maplelawn St SW,Wyoming,MI,49548,2,1,734,6450,1954,147,,42.887138,-85.666413,85000
Single Family Residential,2130 Wrenwood St SW,Wyoming,MI,49519,,,,,,,,42.91605,-85.718217,95000
Single Family Residential,848 Bryant St SW,Wyoming,MI,49509,,,,1960200,,,,42.901324,-85.6874069,86477
Single Family Residential,304 Himes St SE,Wyoming,MI,49548,2,1,920,10640,1930,361,,42.894163,-85.658756,78000
Single Family Residential,49 Honeoye SW,Wyoming,MI,49548,3,2,1539,6500,1933,28,,42.91254,-85.667982,99900
Single Family Residential,2950 Rogers Lane Ave SW,Wyoming,MI,49509,,,,,,,,42.910196,-85.690204,90000
Single Family Residential,39 Wesley St SE,Wyoming,MI,49548,,,,,,,,42.908524,-85.664225,87000
Single Family Residential,3639 Highgate Ave SW,Wyoming,MI,49509,2,1,644,11250,1948,305,,42.8971383,-85.6798081,83000
Single Family Residential,3185 Stratford Dr SW,Wyoming,MI,49509,,,,,,,,42.907084,-85.679565,79000
Single Family Residential,136 41st St SW,Wyoming,MI,49548,2,1,790,8276,1946,270,,42.889315,-85.668121,82000
Single Family Residential,212 Maplelawn St SW,Wyoming,MI,49548,2,1,720,6450,1952,149,,42.88658,-85.6702679,88000
Single Family Residential,2024 Johanna Ave SW,Wyoming,MI,49509,3,1,840,5000,1922,268,,42.927394,-85.6983039,85000
Single Family Residential,963 Den Hertog St SW,Wyoming,MI,49509,2,1,1140,6534,1950,172,,42.9082,-85.689457,97500
Single Family Residential,4438 Walton Ave SW,Wyoming,MI,49548,2,1.5,768,6000,1930,81,,42.882912,-85.668163,94350
Single Family Residential,2046 Lacrosse St SW,Wyoming,MI,49519,2,1,900,6820,1958,283,,42.892036,-85.716109,86000
Single Family Residential,2033 Huizen SW,Wyoming,MI,49509,3,1.5,1125,4680,1925,305,,42.926952,-85.692017,88000
Single Family Residential,2100 Berwyn Ct SW,Wyoming,MI,49519,3,2,1600,19602,1983,52,,42.92649,-85.71306,87675
Single Family Residential,3683 Flamingo Ave SW,Wyoming,MI,49509,,,,5227,,,,42.8971609,-85.696584,100000
Single Family Residential,1503 Burton St SW,Wyoming,MI,49509,3,1,918,5040,1925,198,,42.9283104,-85.7030345,87000
Single Family Residential,3815 Oriole Ave SW,Wyoming,MI,49509,2,1,792,10890,1942,252,,42.893364,-85.698434,85000
Single Family Residential,3815 Burlingame Ave SW,Wyoming,MI,49509,2,1,760,9850,1945,203,,42.894786,-85.7050919,89900
Single Family Residential,2140 Wrenwood St SW,Wyoming,MI,49519,3,1.5,990,10032,1945,308,,42.9161423,-85.7186881,100000
Single Family Residential,1912 Wyoming SW,Wyoming,MI,49519,3,2,1100,,1950,315,,42.929899,-85.72187,98000
Single Family Residential,1112 Joosten St SW,Wyoming,MI,49509,4,2,1460,5227,1928,315,,42.930041,-85.694332,94000
Single Family Residential,2521 Wyoming Ave SW,Wyoming,MI,49519,3,1,1149,5900,1925,219,,42.9183768,-85.7217547,95750
Single Family Residential,1262 Marquette St SW,Wyoming,MI,49509,,,,,,,,42.9378249,-85.699062,79000
Single Family Residential,2644 Charlesgate Ave SW,Wyoming,MI,49509,3,1.5,1518,7801,1953,345,,42.915371,-85.679721,97000
Single Family Residential,1154 Whiting St SW,Wyoming,MI,49509,,,,,,,,42.9369749,-85.696333,79900
Single Family Residential,2545 Meyer Ave SW,Wyoming,MI,49519,3,1,960,8350,1950,192,,42.9177,-85.713582,100000
Single Family Residential,4453 Wilkshire SW,Wyoming,MI,49548,2,1,780,6000,1948,130,,42.882449,-85.666195,78000
Single Family Residential,1630 32nd St SW,Wyoming,MI,49519,3,2,1534,13939,1949,78,,42.905945,-85.706169,92000
Single Family Residential,825 Den Hertog St SW,Wyoming,MI,49509,2,1,780,6534,1949,238,,42.908186,-85.686624,80127
Single Family Residential,3226 Clyde Park Ave SW,Wyoming,MI,49509,3,2,1138,6000,1950,322,,42.905443,-85.684933,86500
Single Family Residential,1719 Berkley Ave SW,Wyoming,MI,49509,3,1,960,4200,1929,329,,42.93307,-85.704438,80000
Single Family Residential,1710 Burlingame Ave SW,Wyoming,MI,49509,2,2,942,6300,1925,141,,42.9332629,-85.70583,98000
Single Family Residential,3662 Milan Ave SW,Wyoming,MI,49509,,,,,,,,42.8968391,-85.6940801,97500
Single Family Residential,1718 Berkley Ave SW,Wyoming,MI,49509,2,1,924,4356,1946,218,,42.9330241,-85.7038849,87500
Single Family Residential,2613 Longstreet Ave SW,Wyoming,MI,49509,,,,,,,,42.9163951,-85.6823912,90000
Single Family Residential,3751 Horton Ave SE,Wyoming,MI,49548,2,1,1508,,1930,72,,42.896097,-85.663883,95000
Single Family Residential,1021 Marcia,Wyoming,MI,49509,3,1,1438,8568,1955,308,,42.895028,-85.69059,99900
Single Family Residential,3756 Horton Ave SE,Wyoming,MI,49548,,,,,,,,42.895984,-85.663158,79000
Single Family Residential,4309 Michael Ave SW,Wyoming,MI,49509,3,1.5,1632,8276,1955,29,,42.886041,-85.695446,85000
Single Family Residential,2765 Tennyson SW,Wyoming,MI,49509,3,1,1045,7000,1955,74,,42.914359,-85.687277,78625
Single Family Residential,805 Walcott St SW,Wyoming,MI,49509,3,1,1225,7840,1928,305,,42.921397,-85.6869229,82300
Single Family Residential,816 34th St SW,Wyoming,MI,49509,,,,2395800,,,,42.902228,-85.686367,100000
Single Family Residential,3014 Peckheath Dr SW,Wyoming,MI,49509,2,1,840,5200,1954,224,,42.908695,-85.678406,90000
Single Family Residential,1218 Marquette St SW,Wyoming,MI,49509,2,1,720,4920,1936,121,,42.937815,-85.697239,79900
Single Family Residential,438 Airview St SE,Wyoming,MI,49548,2,2,1090,5000,1959,120,,42.9068113,-85.6550402,98900
Single Family Residential,855 Wisconsin SW,Wyoming,MI,49509,4,1,1355,15699,1949,227,,42.9232129,-85.688114,90000
Single Family Residential,3050 Clyde Park SW,Wyoming,MI,49509,4,1,1840,8680,1950,91,,42.908396,-85.684989,99900
Single Family Residential,3120 Longstreet Ave SW,Wyoming,MI,49509,3,2,1260,,1935,291,,42.907282,-85.68136,92000
Single Family Residential,249 Holly St SW,Wyoming,MI,49548,3,2,984,5252,1930,17,,42.8758229,-85.67115,89000
Single Family Residential,1728 Blandford Ave SW,Wyoming,MI,49519,,,,,,,,42.9328021,-85.706998,77700
Single Family Residential,3321 Jefferson Ave SE,Wyoming,MI,49548,3,1,864,9594,1930,179,,42.903785,-85.661773,85000
Single Family Residential,116 Murray St SW,Wyoming,MI,49548,5,3,1356,,1924,282,,42.8847986,-85.6682426,100000
Single Family Residential,4124 Milan Ave SW,Wyoming,MI,49509,4,2,1872,,1954,155,,42.889126,-85.693575,100000
Single Family Residential,3188 Stratford Dr SW,Wyoming,MI,49509,2,1,824,15246,1935,147,,42.9064964,-85.6794993,98000
Single Family Residential,2740 Central Ave SW,Wyoming,MI,49519,3,2,1484,6360,1938,263,,42.914142,-85.7221689,96000
Single Family Residential,2717 Riley Ave SW,Wyoming,MI,49509,2,1,1248,10800,1959,154,,42.914726,-85.688585,75101
Single Family Residential,250 41st St SW,Wyoming,MI,49548,2,1,868,7405,1950,260,,42.8893934,-85.6721431,82500
Single Family Residential,3210 Woodward Ave SW,Wyoming,MI,49509,3,1,1674,4880,1950,354,,42.905821,-85.681897,91000
Single Family Residential,3341 Flamingo Ave SW,Wyoming,MI,49509,2,1,756,6000,1948,336,,42.903925,-85.6963449,89000
Single Family Residential,4933 Florida Ave SW,Wyoming,MI,49548,3,2,1248,6534,1950,189,,42.873885,-85.666507,99900
Single Family Residential,3812 Michael Ave SW,Wyoming,MI,49509,,,,,,,,42.89328,-85.694863,79900
Single Family Residential,3348 Birchwood Ave SW,Wyoming,MI,49548,2,1,800,7000,1949,140,,42.9028576,-85.6714394,86000
Single Family Residential,237 Bellevue St SW,Wyoming,MI,49548,,,,,,,,42.8889769,-85.67194,90000
Single Family Residential,2363 Wrenwood St SW,Wyoming,MI,49519,2,1,749,6969,1930,127,,42.916745,-85.724174,90000
Single Family Residential,839 Iowa St SW,Wyoming,MI,49509,3,1,978,8250,1952,360,,42.893232,-85.686232,92000
Single Family Residential,3517 Hillcroft Ave SW,Wyoming,MI,49548,2,1,875,8100,1936,14,,42.900279,-85.673267,77235
Single Family Residential,3632 Oak Valley Ave SW,Wyoming,MI,49519,2,1,732,70303,1932,81,,42.897638,-85.7077149,85000
Single Family Residential,1935 Galewood Ave SW,Wyoming,MI,49509,,,,4356,,,,42.929325,-85.691011,98900
Single Family Residential,2032 Michael Ave SW,Wyoming,MI,49509,,,,,,,,42.9270458,-85.695116,89900
Single Family Residential,3261 Birchwood Ave SW,Grand Rapids,MI,49548,2,2,1120,7013,1949,261,,42.904292,-85.672157,97000
Single Family Residential,1754 Delwood Ave SW,Wyoming,MI,49509,4,1,1194,,1928,228,,42.932039,-85.704765,82000
Single Family Residential,1627 Havana Ave SW,Wyoming,MI,49509,3,1,1480,8400,1944,150,,42.934751,-85.701626,96000
Single Family Residential,3429 Opal Ave SW,Wyoming,MI,49548,,,,,,,,42.901913,-85.669505,77000
Single Family Residential,2328 Berwyn Ave SW,Wyoming,MI,49519,2,1,720,324,1940,109,,42.921933,-85.713333,85000
Single Family Residential,2827 Sharon Ave SW,Wyoming,MI,49519,2,1,1246,15840,1956,323,,42.91299,-85.716601,88100
Single Family Residential,2836 Charlesgate Ave SW,Wyoming,MI,49509,2,1,919,6500,1950,42,,42.911672,-85.679266,89000
Single Family Residential,105 32nd St SW,Wyoming,MI,49548,,,,10890,,,,42.9060932,-85.6687279,95000
Single Family Residential,3404 Flamingo Ave SW,Wyoming,MI,49509,,,,,,,,42.902232,-85.695677,99500
Single Family Residential,706 Oakcrest St SW,Wyoming,MI,49509,,,,8276,,,,42.896278,-85.682798,79000
Single Family Residential,2050 Cleveland Ave SW,Wyoming,MI,49509,3,1.5,1309,4791,1940,161,,42.926611,-85.6972838,79900
Single Family Residential,3510 Raven Ave SW,Wyoming,MI,49509,,,,,,,,42.900394,-85.696586,89128
Single Family Residential,3367 Raven Ave SW,Wyoming,MI,49509,,,,5227,,,,42.903109,-85.697291,96500
Single Family Residential,1935 Belden St Ave SW,Wyoming,MI,49509,2,1,1968,43105,1925,10,,42.929373,-85.702237,97000
Single Family Residential,3903 Clyde Park Ave SW,Wyoming,MI,49509,4,2,1487,5775,1950,137,,42.893307,-85.6852849,95000
Single Family Residential,1655 Havana Ave SW,Wyoming,MI,49509,,,,,,,,42.933927,-85.701578,82500
Single Family Residential,2308 Collingwood Ave SW,Wyoming,MI,49519,4,1,1612,7840,1915,232,,42.922781,-85.72044,82500
Single Family Residential,1747 Delwood Ave SW,Wyoming,MI,49509,3,1,1092,4200,1925,231,,42.932263,-85.7053619,87000
Single Family Residential,44 Honeoye St SW,Wyoming,MI,49548,4,2,2196,6490,1949,126,,42.912035,-85.6677617,95000
Single Family Residential,1628 Wendler SW,Wyoming,MI,49509,3,1,1127,4878,1927,84,,42.9346175,-85.6971483,96000
Single Family Residential,2903 Highgate Ave SW,Wyoming,MI,49509,3,1,1582,6550,1955,70,,42.911378,-85.681042,93710
Single Family Residential,1276 Lee St SW,Wyoming,MI,49509,3,2,1560,4356,1929,130,,42.930865,-85.699022,91000
Single Family Residential,2207 Collingwood SW,Wyoming,MI,49519,4,2,1934,8276,1953,161,,42.92442,-85.721187,81000
Single Family Residential,2718 Charlesgate Ave SW,Wyoming,MI,49509,,,,,,,,42.914671,-85.679695,99000
Single Family Residential,4916 Urban Ave SW,Wyoming,MI,49548,4,1,2156,6579,1948,352,,42.873892,-85.666995,89000
Single Family Residential,445 Airview St SE,Wyoming,MI,49548,2,2,1314,5000,1949,116,,42.907253,-85.654837,86500
Single Family Residential,839 Aldon St SW,Wyoming,MI,49509,,,,,,,,42.9186072,-85.687357,96000
Single Family Residential,1247 Whiting St SW,Wyoming,MI,49509,3,2,945,4600,1940,308,,42.937466,-85.698445,88000
Single Family Residential,1936 Cleveland Ave SW,Wyoming,MI,49509,,,,,,,,42.9292464,-85.6975779,85000
Single Family Residential,1963 Alba Ave SW,Wyoming,MI,49509,,,,,,,,42.9284477,-85.6898647,98000
Single Family Residential,116 Thurston St SW,Wyoming,MI,49548,2,1,896,6837,1948,77,,42.887504,-85.668316,97000
Single Family Residential,142 Murray St,Wyoming,MI,49548,4,1,1190,5412,1950,137,,42.884772,-85.6691309,95000
Single Family Residential,252 Wilbur St SE,Wyoming,MI,49548,2,1,884,,1920,253,,42.889609,-85.658717,80000
Single Family Residential,1834 Belden Ave SW,Wyoming,MI,49509,,,,,,,,42.930857,-85.701765,76500
Single Family Residential,1614 Martindale SW,Wyoming,MI,49509,4,1,1080,5227,1928,42,,42.935026,-85.699082,90000
Single Family Residential,3734 Raven Ave SW,Wyoming,MI,49509,3,1,1350,,1945,351,,42.895433,-85.696918,91000
Single Family Residential,3027 Highgate Ave SW,Wyoming,MI,49509,2,1,752,5227,1951,100,,42.908799,-85.680935,90000
Single Family Residential,2126 Cypress St SW,Wyoming,MI,49519,,,,,,,,42.89046,-85.7182179,100000
Single Family Residential,1241 Whiting St SW,Wyoming,MI,49509,3,2,976,4600,1940,247,,42.937466,-85.69829,99000
Single Family Residential,2611 Woodward Ave SW,Wyoming,MI,49509,4,2.5,1808,,1935,9,,42.916572,-85.68371,100000
Single Family Residential,146 40th St SW,Wyoming,MI,49548,2,1,1047,6204,1955,120,,42.891146,-85.669447,77500
Single Family Residential,3235 Hillcroft Ave SW,Wyoming,MI,49548,2,1,1274,7000,1950,142,,42.904974,-85.673452,96860
Single Family Residential,2265 Beverly Ave SW,Wyoming,MI,49519,4,1.5,1250,5227,1930,133,,42.92269,-85.710792,84000
Condo/Co-op,2913 Harmony Ct #10,Wyoming,MI,49519,,,,,,,,42.9115044,-85.7139973,83000
Single Family Residential,2327 Greenfield Ave SW,Wyoming,MI,49519,,,,,,,,42.922359,-85.723568,87000
Single Family Residential,3425 Opal Ave SW,Wyoming,MI,49548,3,,1250,5940,1932,133,,42.9020034,-85.6694622,82000
Single Family Residential,912 Canterbury St SW,Wyoming,MI,49509,,,,,,,,42.911076,-85.688464,99900
Single Family Residential,3015 Sharon Ave SW,Wyoming,MI,49519,2,1,,8184,1949,191,,42.909623,-85.71652,100000
Single Family Residential,1135 Hudson St SW,Wyoming,MI,49509,3,1,1780,6534,1920,4,,42.92968,-85.695115,79000
Single Family Residential,948 33rd St SW,Wyoming,MI,49509,2,1,725,5356,1949,200,,42.903818,-85.6895399,86000
Single Family Residential,3630 Highgate Ave SW,Wyoming,MI,49509,3,1,1680,5350,1951,207,,42.897512,-85.679258,76000
Single Family Residential,4457 Hyde Park Ave SW,Wyoming,MI,49548,3,1.5,1200,5000,1950,256,,42.882304,-85.670876,85000
Single Family Residential,955 Canterbury St,Wyoming,MI,49509,3,1,1060,6996,1949,99,,42.9116039,-85.690088,100000
Single Family Residential,3403 Oriole Ave SW,Wyoming,MI,49509,2,1,856,3484,1940,339,,42.902259,-85.6982419,78000
Single Family Residential,242 Leroy St SW,Wyoming,MI,49548,3,2,1552,10062,1949,172,,42.878877,-85.671107,93287
Single Family Residential,3311 Buchanan SW,Wyoming,MI,49548,3,1,1320,6650,1949,2,,42.903863,-85.670891,100000
Single Family Residential,139 Abbie St SE,Grand Rapids,MI,49548,,,,10454,,,,42.893828,-85.661845,80000
Single Family Residential,130 Coolidge SW,Wyoming,MI,49548,2,1,1300,10368,1923,280,,42.89743,-85.669223,78000
Single Family Residential,2030 Roos SW,Wyoming,MI,49509,3,1,1338,7250,1915,245,,42.927107,-85.688935,84000
Single Family Residential,232 Murray St SW,Wyoming,MI,49548,2,1,816,,1959,289,,42.884783,-85.6710517,82000
Single Family Residential,3109 Clyde Park Ave SW,Wyoming,MI,49509,2,1,756,14,1945,154,,42.907787,-85.685792,79000
Single Family Residential,3432 Burlingame SW,Wyoming,MI,49509,3,1,1040,17424,1949,220,,42.901708,-85.704295,100000
Single Family Residential,5814 Crippen St SW,Wyoming,MI,49548,2,1,816,7840,1959,70,,42.858342,-85.671991,85000
Single Family Residential,100 Thurston Ave SW,Wyoming,MI,49548,2,1,780,6534,1953,340,,42.887502,-85.667551,86000
Single Family Residential,3617 Francis Ave SE,Wyoming,MI,49548,2,1,1360,6700,1945,245,,42.89795,-85.662753,87000
Single Family Residential,285 Pickett St SW,Wyoming,MI,49548,2,1,1020,12196,1940,72,,42.87758,-85.671834,93000
Single Family Residential,1505 Blanchard St SW,Wyoming,MI,49509,3,1,1320,8296,1955,364,,42.9068787,-85.7027136,94137
Single Family Residential,145 Murray St SW,Wyoming,MI,49548,3,2,1364,5662,1958,211,,42.885325,-85.669299,99000
Single Family Residential,4344 Flamingo Ave SW,Wyoming,MI,49509,,,,,,,,42.885367,-85.695934,95800
Single Family Residential,323 41st St SW,Wyoming,MI,49548,2,1,784,6534,1952,169,,42.889911,-85.673188,85000
Single Family Residential,3509 Jefferson Ave SE,Wyoming,MI,49548,2,1,720,5850,1960,193,,42.900187,-85.661595,90000
